company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Friskyblue AB,5590966254,3,36,Johansson; Seth David,5,2,Likeligood AB|Friskyblue AB|Likeligood Trading Filial i Sverige|Saivo Capital AB|Likeligood Holding AB
Belleseye AB,5568112329,2,58,Runsvik Nordstrand; Sofia Mari T,3,4,NordSkal AB|Belleseye AB|Terra Marique
Svenska markeringsstolpar AB,5590185103,4,48,Näslund; Per Olof,4,2,Avanti Alpin i Åre Aktiebolag|Svenska markeringsstolpar AB|Ponax AB|Getberget Utveckling AB
Svenska markeringsstolpar AB,5590185103,4,48,Ling Lundgren; Petra Maria Margret,4,3,Linlun AB|Hästkvalitet i Sundsvall AB|Svenska markeringsstolpar AB|Getberget Utveckling AB
Sparenergi i Bredbyn AB,5562677012,2,76,Nordlander; Kurt Lennart,1,2,Sparenergi i Bredbyn AB
Nordisk Ställningsmontage i Sverige AB,5567756977,2,38,Ullsten; Oskar Per Johan,1,3,Nordisk Ställningsmontage i Sverige AB
HC Mark och Byggentreprenad AB,5568680515,4,56,Keskitalo; Harri,2,4,HC Mark och Byggentreprenad AB|HK bygg och utemiljö
Valgrinden AB,5569459455,3,58,Lundin; Anders,5,2,Själevads Bygg AB|Orfa Fastigheter AB|Träningsstudion i Gålnäs AB|Valgrinden AB|Teyron Holding AB
Tick in the Box AB,5568010507,2,52,Sörensen; Per Jesper,1,0,Tick in the Box AB
Kungsvägen Apartments AB,5591468714,2,41,Eriksson; Jens Henrik,12,2,IT-Entreprenörerna Sverige AB|Nordspiran AB|Kungsvägen Apartments AB|Nordspiran Invest AB|Bostadsrättsföreningen Hedensbyns företagspark|Bostadsrättsföreningen Kungsvägen Apartments|Bostadsrättsföreningen Fjällfriden|Min Dag Berg & Grus AB|Nargh Invest AB|ARGH Invest AB|IT-Entreprenörerna Sverige Solutions AB|Hedensbyns Företagspark AB
Andréns Idé AB,5567534168,2,61,Andrén; Dan Erik,1,1,Andréns Idé AB
Ecodrill i Domsjö AB,5590443908,5,38,Andersson; Bo Krister,1,0,Ecodrill i Domsjö AB
Idéförvaltning i Sundsvall AB,5565927935,2,53,Ekblom; Hans Peter,2,7,Idéförvaltning i Sundsvall AB|Stall Steffe Handelsbolag
KB:s Tak och Fasadmålning Aktiebolag,5563664001,3,65,Byqvist; Kurt Östen,2,1,KB:s Tak och Fasadmålning Aktiebolag|K.B:s Tak & Fasadmålning
TB Netsales AB,5564675907,2,58,Brännström; Tommy Sigvard,3,1,Klövsjö måleri AB|Njurunda Måleri AB|TB Netsales AB
PSS NordLinc AB,5566567839,2,40,Strand; Hans Patrik,3,3,Y Läns Miljöisolering AB|M-P Strand Fastigheter AB|PSS NordLinc AB
PAX Bygg- och Projektledning AB,5566308879,3,62,Erixon; Per Arne,1,1,PAX Bygg- och Projektledning AB
NoCo Safety AB,5590440920,2,60,Larsson; Karl Johan,1,1,NoCo Safety AB
L-E Nordlander Förvaltning AB,5566537915,2,63,Nordlander; Lars-Erik,1,0,L-E Nordlander Förvaltning AB
Triston Aktiebolag,5564838901,2,71,Augustsson; Per Martin,2,7,Byggrevision i Sverige AB|Triston Aktiebolag
Friléns Bygg AB,5565627964,2,65,Frilén; Jan-Åke,1,2,Friléns Bygg AB
Jannes Golvslip Aktiebolag,5563518579,2,50,Sundberg; Jan Anders,2,6,Jannes Golvslip Aktiebolag|Golvtjänst Timrå AB
ForsCon Tech AB,5567528087,2,56,Åberg; Hans Thomas,1,1,ForsCon Tech AB
Terra Mota AB,5569848152,2,50,Fredriksson; Kent Åke,3,7,Aspby konsulttjänster AB|Terra Mota AB|Aspby konsulttjänster
Terra Mota AB,5569848152,2,50,Bolek; Marcin,1,1,Terra Mota AB
Errak Consulting Aktiebolag,5565038683,2,54,Lundqvist; Erik Gustav,2,8,Ivar Lundqvist Entreprenad Aktiebolag|Errak Consulting Aktiebolag
Gannå Per Olof AB,5563435444,2,45,Gannå; Per Olof,4,4,ProTAK Systems AB|Pro GiGa TEC AB|Gannå Per Olof AB|Klimatsmart Skogsvård i Mellerud AB
Byggnadsaktiebolaget Per Lundqvist,5561428250,2,74,Lundqvist; Kjell Ingvar,1,1,Byggnadsaktiebolaget Per Lundqvist
Betongbolaget Entreprenad i Sundsvall AB,5592080732,3,51,Jonsson; Kent Håkan,3,1,Betongbolaget Entreprenad i Sundsvall AB|Betongpersonal i Sundsvall AB|Gremama Holding AB
Sundsvalls Tak AB,5568463961,5,64,Rönnberg; Lars Martin,2,5,Lars Rönnberg i Indal AB|Sundsvalls Tak AB
Sundsvalls Tak AB,5568463961,5,64,Lindström; Erik Håkan,2,5,H.Lindström i Sundsvall AB|Sundsvalls Tak AB
Miljöbyggarna i Sundsvall AB,5568218977,2,56,Engqvist; Lars Anders Torgny,6,5,Nojd Con AB|Miljöbyggarna i Sundsvall AB|Sidsjö HVB i Sundsvall AB|Holdstark AB|Néon KFF AB|Annmyran Aktiebolag
Erigovis AB,5568406424,3,53,von Ahn; Patrik Emanuel,5,13,BENECON AB|Ovinge Ingenjörsbyrå AB|Benecon Center AB|DESIDO AB|Erigovis AB
MidSweden Inventions AB,5591011951,3,37,Lind; Karl Krister,7,3,Sundsvalls Byggarna AB|TPN Totalprojekt Norr AB|K Lind Skog|K Lind Holding AB|Lifa AB|Totalprojekt Sverige AB|MidSweden Inventions AB
BTJ Ecological Development Sweden AB,5569281552,2,64,Calissendorff; Jan Bertil,7,10,JC Scandinavia AB|Swewood|Skandinavian Surplus Trading AB|BTJ Ecological Development Sweden AB|Bostadsrättsföreningen Barken 136|Handelsbolaget Team Cali Lancelot|Handelsbolaget Team Cali Leia
Harudden AB,5569587362,2,52,Wiklund; Maria Christina,1,0,Harudden AB
Harudden AB,5569587362,2,52,Wiklund; Per Fredrik,1,0,Harudden AB
Prisgård AB,5568450687,2,61,Magnusson; Erik Olof Gunnar,3,22,Betonghåltagningar Nordborr AB|Prisgård AB|Norrlandsmaskiner Sälj Aktiebolag
NP3 Projekt AB,5569779027,3,52,Wahlén; Thord Andreas,179,569,NP3 Fastigheter AB|Fastighets AB Rederihuset|Stadsdel Norr Fastighets AB|NP10 Fastigheter Umeå AB|AB Klar-Invest|M-punkten Fastighets AB|Fastighets AB Cementeriet|NP8 Fastigheter Sundsvall AB|NP10 Fastigheter Luleå AB|Ingarvsbacken Fastigheter AB|Hågesta Fastighets AB|Moorland Fastigheter Luleå AB|Fastighets AB Åkdonet|NP13 Fastigheter Kiruna AB|NP13 Fastigheter Väst AB|Företagscentrum i Gällivare AB|NP10 Fastigheter Ljusnan AB|Förfast AB|NP11 Fastigheter Luleå AB|Separatorn Fastighets AB|NP13 Städet 2 Karlstad AB|Logistikfastigheter Borlänge AB|Prästskeden Fastigheter AB|Fastighets AB Flamman|Birsta Centrum Aktiebolag|Cederlöfs Fastighets AB|Nordbågen Förvaltning AB|Fastighets AB Björnjägaren 3|Hotellfastigheter Dalecarlia AB|Nordman Fastigheter AB|Busken Fastigheter i Östersund AB|Gross Fastigheter Norrland AB|NP1 Fredriksskans AB|NP9 Fastigheter Motorlagret AB|Smidesgatan Fastighets AB|NP13 Fastigheter Bollnäs AB|Timmerlasset Fastighets AB|Fastighets AB Lärlingsvägen|NP10 Fastigheter Sundsvall AB|NP8 Fastigheter Planeraren 9 AB|Sörby Urfjäll 29:1 AB|Fastighets AB Behållaren|NordicPortalen AB|Fastighets AB SigRök|Stora Tuna Fastighets AB|Hemsta 12:6 och 12:21 AB|NP13 Fastigheter Skellefteå AB|NP13 Fastigheter Syd AB|Söderhamn Tönnebro 1:5 AB|NP9 Fastigheter Bielke AB|Kolvägen Fastighets AB|NP13 Fastigheter Terminalen 10 AB|NP13 Fastigheter Hedkärr AB|Ersboettan AB|Gålnäs Fastighets AB|Gävle Företagshotell AB|NP14 Bussgaragen AB|Falun Riset 4 AB|Ljusta Sundsvall 7:9 AB|Treenighetens Fastighets AB|Familjehuset Umeå AB|Norrtoppen AB|Kiamit Fastighets AB|Företagaren 30 Aktiebolag|Hälsinggårdens Industrifastigheter AB|NP13 Fastigheter Hissmontören 2 AB|NP9 Fastigheter Vivstamon 1:17 AB|NP13 Fastigheter Umeå AB|Myrod Fastigheter AB|NP10 Haparanda Björka AB|Näringen 14:4 Fastighets AB|NP13 Fastigheter Hemlingby AB|Kumo Kajens Fastighets AB|NP13 Fastigheter Skövde AB|Hågesta Trygghetsboende AB|NP9 Fastigheter Vandringsmannen 2 AB|NP10 Teknikern AB|Fastighets AB NP1 Besiktningsvägen|NP10 Fastigheter Sollefteå AB|Beretta Fastigheter AB|Hagkvist Fastighet AB|NP13 Nyckelblomman AB|Engros Fastighets AB|NP13 Fastigheter Motala AB|NP10 Klockartorpet AB|NP10 Lunstavägen AB|Odenskog Industrifastigheter AB|NP1 Pumpstationen 2 AB|Sundsvall Högom 3:155 AB|Fastighets AB Borlänge Släggan 2|Bosvedjan Centrum Förvaltning AB|JMLT Fastighets Aktiebolag|NP13 Fastigheter Klingsåg AB|NP1 Fastigheter Utmeland AB|Fastigheten Sundsvall Vävskeden 6 AB|Rikthyveln 1 AB|NP9 Fastigheter Porsen AB|Simple Self Storage Sundsvall AB|NP14 Skellefteå Sture 12 AB|Sandviken Eldaren 13 AB|Cisitalia fastigheter AB|Fastighets AB GustaFlottaren|Ångsalt Fastigheter AB|Monte Fastighets AB|NP13 Fastigheter Birsta AB|Torvalla Förvaltning AB|Beretta Logistikfastigheter AB|NP1 Fastigheter Utmarken i Gävle AB|NP10 Fastigheter Ilanda AB|NP13 Fastigheter Gävle AB|NP10 Vägv 2 Fastigheter AB|NP9 Fastigheter Skellefteå Sture 13 AB|NP10 Ilandadotter AB|Fastigheten Sundsvall Sköns Prästbord 2:6 AB|NP1 Fastigheter Hemlingby 49:30 AB|Marmolada i Luleå AB|NP10 Fastigheter BP 1 AB|NP9 Fastigheter Brynäs 34:12 AB|Nordiska Lantbruksfastigheter AB|NP1 Fastigheter Sandviken Blixten 5 AB|NP14 Svarvaren AB|MJE Fastigheter AB|NP13 Fastigheter Härnösand 2 AB|Övermo Förvaltning AB|Daldansen 3 AB|Högom AB|Årvältsvägens Fastighets AB|NP9 Fastigheter Gradsågen AB|Tin Fastighets AB|NP1 Fastigheter Slagan 6 AB|NP13 Fastigheter Härnösand AB|NP9 Fastigheter Gräsälgen AB|NP13 Fastigheter Luleå 2 AB|NP13 Fastigheter Spärren 2 AB|NP1 Slagsvärdet 5 AB|Turisten 1 Borlänge AB|Bergsåker 5:18 AB|Älghoven Fastigheter i Sundsvall AB|NP13 Fastigheter Nollplanet 8 AB|Sörgren Fastighets AB|Jonels AB|NP2 Förvaltning AB|Kinema Sverige AB|NP13 Busterud AB|Fastighets TRV Gävle AB|NP9 Fastigheter Köpstaden AB|NP3 Projekt AB|NP14 Härdsmidet AB|Fastighetsaktiebolaget Sigurd-Sierra|NP5 Förvaltning AB|NP8 Förvaltning AB|NP3 Förvaltning AB|Åre Östra Fastigheter AB|Industrifastigheter i Timrå AB|NP3 Gräsälgen 2 AB|NP14 Brädgården AB|NP13 Städet 2 Holding AB|Fastighets AB Jämtjägaren|NP7 Förvaltning AB|NP4 Förvaltning AB|NP11 Förvaltning AB|NP9 Förvaltning AB|NP12 Förvaltning AB|NP10 Fastigheter Nyrälsen AB|Skellefteå Rondellen 2 AB|NALYD Fastigheter AB|NALYD Förvaltning AB|NALYD Holding AB|NALYD Projekt AB|NP1 Pinnpojken AB|NP14 Förvaltning AB|NP10 Förvaltning AB|NP6 Förvaltning AB|NP3 Buskåker AB|NP1 Förvaltning AB|NP13 Förvaltning AB|Fastighets AB Tor|Härdsmidet Holding AB|Sigurd-Sierra Kommanditdelägare AB
Fastighetsresursen Norrlandskusten-Stockholm AB,5591175962,2,54,Boman; Nils Erik Simon,1,0,Fastighetsresursen Norrlandskusten-Stockholm AB
Nordiska Projektgruppen NPG AB,5591970347,3,56,Göransson; Olof Anders,15,29,Castanum Förvaltning AB|Picea Bygg AB|Pichano Holding AB|Galaxen Bygg AB|Pichano Teknik AB|Sunds Mekaniska AB|Jamtbygg AB|Bostadsrättsföreningen Guldsmeden|Fromells Service Aktiebolag|FuleGuran AB|Castanum Fastigheter 102 AB|Grubban Event AB|Nordiska Projektgruppen NPG AB|CPP SG66 Holdings AB|Castanum Fastigheter AB
Top Gun Sprayteknik AB,5591194864,3,38,Näslund; Lars-Olov Samuel,6,10,Övik Energi Aktiebolag|Övik Energi Nät Aktiebolag|Gottne Ägg AB|MB Västerhus AB|Gårdsbutiken Österalnäs AB|Top Gun Sprayteknik AB
